cve_id,source,import_source,json_data,aliases,published,modified,severity,cvss_score,cvss_version,cvss_vector,summary,details,ecosystem,package,range_type,repo,introduced,fixed,cwe_ids,cna_assigner,references
CVE-2020-2595,https://cve.org/CVERecord?id=CVE-2020-2595,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-2595.json,https://api.osv.dev/v1/vulns/CVE-2020-2595,,2020-01-15T17:15:19.897Z,2026-07-08T19:02:53.372735Z,5.8 (Medium) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:N/A:N CVSS Calculator,5.8,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:N/A:N,[none],"Vulnerability in the Oracle GraalVM Enterprise Edition product of Oracle GraalVM (component: GraalVM Compiler). The supported version that is affected is 19.3.0.2. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle GraalVM Enterprise Edition. While the vulnerability is in Oracle GraalVM Enterprise Edition, attacks may significantly impact additional products. Successful attacks of this vulnerability can result in unauthorized read access to a subset of Oracle GraalVM Enterprise Edition accessible data. CVSS 3.0 Base Score 5.8 (Confidentiality impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:N/A:N).",Git,github.com/graalvm/graalvm-ce-builds,GIT,https://github.com/graalvm/graalvm-ce-builds,,,,,https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-2601,https://cve.org/CVERecord?id=CVE-2020-2601,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-2601.json,https://api.osv.dev/v1/vulns/CVE-2020-2601,BIT-java-2020-2601 BIT-java-min-2020-2601 BIT-jre-2020-2601,2020-01-15T17:15:20.300Z,2026-07-08T07:34:14.060062109Z,6.8 (Medium) CVSS_V3 - CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:N/A:N CVSS Calculator,6.8,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:N/A:N,[none],"Vulnerability in the Java SE, Java SE Embedded product of Oracle Java SE (component: Security). Supported versions that are affected are Java SE: 7u241, 8u231, 11.0.5 and 13.0.1; Java SE Embedded: 8u231. Difficult to exploit vulnerability allows unauthenticated attacker with network access via Kerberos to compromise Java SE, Java SE Embedded. While the vulnerability is in Java SE, Java SE Embedded, attacks may significantly impact additional products. Successful attacks of this vulnerability can result in unauthorized access to critical data or complete access to all Java SE, Java SE Embedded accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets (in Java SE 8), that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.0 Base Score 6.8 (Confidentiality impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:N/A:N).",Git,github.com/openjdk/jdk,GIT,https://github.com/openjdk/jdk,,,,,http://lists.opensuse.org/opensuse-security-announce/2020-01/msg00050.html; http://lists.opensuse.org/opensuse-security-announce/2020-01/msg00060.html; https://access.redhat.com/errata/RHSA-2020:0122; https://access.redhat.com/errata/RHSA-2020:0128; https://access.redhat.com/errata/RHSA-2020:0157; https://access.redhat.com/errata/RHSA-2020:0196; https://access.redhat.com/errata/RHSA-2020:0202; https://access.redhat.com/errata/RHSA-2020:0231; https://access.redhat.com/errata/RHSA-2020:0232; https://access.redhat.com/errata/RHSA-2020:0541; https://access.redhat.com/errata/RHSA-2020:0632; https://lists.debian.org/debian-lts-announce/2020/02/msg00034.html; https://security.gentoo.org/glsa/202101-19; https://security.netapp.com/advisory/ntap-20200122-0003/; https://usn.ubuntu.com/4257-1/; https://www.debian.org/security/2020/dsa-4605; https://www.debian.org/security/2020/dsa-4621; https://seclists.org/bugtraq/2020/Feb/22; https://seclists.org/bugtraq/2020/Jan/24; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-2604,https://cve.org/CVERecord?id=CVE-2020-2604,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-2604.json,https://api.osv.dev/v1/vulns/CVE-2020-2604,BIT-java-2020-2604 BIT-java-min-2020-2604 BIT-jre-2020-2604,2020-01-15T17:15:20.487Z,2026-07-08T07:34:14.036808580Z,8.1 (High) CVSS_V3 - CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H CVSS Calculator,8.1,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,[none],"Vulnerability in the Java SE, Java SE Embedded product of Oracle Java SE (component: Serialization). Supported versions that are affected are Java SE: 7u241, 8u231, 11.0.5 and 13.0.1; Java SE Embedded: 8u231. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE, Java SE Embedded. Successful attacks of this vulnerability can result in takeover of Java SE, Java SE Embedded. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets (in Java SE 8), that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS v3.0 Base Score 8.1 (Confidentiality, Integrity and Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H).",,,,,,,,,http://lists.opensuse.org/opensuse-security-announce/2020-01/msg00050.html; http://lists.opensuse.org/opensuse-security-announce/2020-01/msg00060.html; https://access.redhat.com/errata/RHSA-2020:0122; https://access.redhat.com/errata/RHSA-2020:0128; https://access.redhat.com/errata/RHSA-2020:0196; https://access.redhat.com/errata/RHSA-2020:0202; https://access.redhat.com/errata/RHSA-2020:0231; https://access.redhat.com/errata/RHSA-2020:0232; https://access.redhat.com/errata/RHSA-2020:0465; https://access.redhat.com/errata/RHSA-2020:0467; https://access.redhat.com/errata/RHSA-2020:0468; https://access.redhat.com/errata/RHSA-2020:0469; https://access.redhat.com/errata/RHSA-2020:0470; https://access.redhat.com/errata/RHSA-2020:0541; https://access.redhat.com/errata/RHSA-2020:0632; https://kc.mcafee.com/corporate/index?page=content&id=SB10315; https://lists.debian.org/debian-lts-announce/2020/02/msg00034.html; https://security.gentoo.org/glsa/202101-19; https://security.netapp.com/advisory/ntap-20200122-0003/; https://usn.ubuntu.com/4257-1/; https://www.debian.org/security/2020/dsa-4621; https://seclists.org/bugtraq/2020/Feb/22; https://www.oracle.com/security-alerts/cpujan2020.html; https://www.oracle.com/security-alerts/cpujul2021.html
CVE-2020-2627,https://cve.org/CVERecord?id=CVE-2020-2627,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-2627.json,https://api.osv.dev/v1/vulns/CVE-2020-2627,,2020-01-15T17:15:22.037Z,2026-07-08T05:55:59.408207484Z,6.5 (Medium) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H CVSS Calculator,6.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,[none],Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Parser). Supported versions that are affected are 8.0.18 and prior. Easily exploitable vulnerability allows low privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.0 Base Score 6.5 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H).,Git,github.com/mysql/mysql-server,GIT,https://github.com/mysql/mysql-server,,,,,https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-2654,https://cve.org/CVERecord?id=CVE-2020-2654,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-2654.json,https://api.osv.dev/v1/vulns/CVE-2020-2654,BIT-java-2020-2654 BIT-java-min-2020-2654 BIT-jre-2020-2654,2020-01-15T17:15:24.050Z,2026-07-08T07:34:14.009919343Z,3.7 (Low) CVSS_V3 - CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L CVSS Calculator,3.7,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L,[none],"Vulnerability in the Java SE product of Oracle Java SE (component: Libraries). Supported versions that are affected are Java SE: 7u241, 8u231, 11.0.5 and 13.0.1. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE. Successful attacks of this vulnerability can result in unauthorized ability to cause a partial denial of service (partial DOS) of Java SE. Note: This vulnerability can only be exploited by supplying data to APIs in the specified Component without using Untrusted Java Web Start applications or Untrusted Java applets, such as through a web service. CVSS 3.0 Base Score 3.7 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L).",Git,github.com/openjdk/jdk,GIT,https://github.com/openjdk/jdk,,,,,http://lists.opensuse.org/opensuse-security-announce/2020-01/msg00050.html; http://lists.opensuse.org/opensuse-security-announce/2020-01/msg00060.html; https://access.redhat.com/errata/RHSA-2020:0122; https://access.redhat.com/errata/RHSA-2020:0128; https://access.redhat.com/errata/RHSA-2020:0157; https://access.redhat.com/errata/RHSA-2020:0196; https://access.redhat.com/errata/RHSA-2020:0202; https://access.redhat.com/errata/RHSA-2020:0231; https://access.redhat.com/errata/RHSA-2020:0232; https://access.redhat.com/errata/RHSA-2020:0541; https://access.redhat.com/errata/RHSA-2020:0632; https://kc.mcafee.com/corporate/index?page=content&id=SB10315; https://lists.debian.org/debian-lts-announce/2020/02/msg00034.html; https://security.gentoo.org/glsa/202101-19; https://security.netapp.com/advisory/ntap-20200122-0003/; https://usn.ubuntu.com/4257-1/; https://www.debian.org/security/2020/dsa-4605; https://www.debian.org/security/2020/dsa-4621; https://seclists.org/bugtraq/2020/Feb/22; https://seclists.org/bugtraq/2020/Jan/24; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-2655,https://cve.org/CVERecord?id=CVE-2020-2655,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-2655.json,https://api.osv.dev/v1/vulns/CVE-2020-2655,BIT-java-2020-2655 BIT-java-min-2020-2655 BIT-jre-2020-2655,2020-01-15T17:15:24.097Z,2026-05-08T07:56:29.627487398Z,4.8 (Medium) CVSS_V3 - CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N CVSS Calculator,4.8,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,[none],"Vulnerability in the Java SE product of Oracle Java SE (component: JSSE). Supported versions that are affected are Java SE: 11.0.5 and 13.0.1. Difficult to exploit vulnerability allows unauthenticated attacker with network access via HTTPS to compromise Java SE. Successful attacks of this vulnerability can result in unauthorized update, insert or delete access to some of Java SE accessible data as well as unauthorized read access to a subset of Java SE accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets (in Java SE 8), that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.0 Base Score 4.8 (Confidentiality and Integrity impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N).",Git,,,,,,,,http://lists.opensuse.org/opensuse-security-announce/2020-01/msg00050.html; https://usn.ubuntu.com/4257-1/; https://seclists.org/bugtraq/2020/Jan/24; https://security.netapp.com/advisory/ntap-20200122-0003/; https://access.redhat.com/errata/RHSA-2020:0232; https://www.debian.org/security/2020/dsa-4605; https://access.redhat.com/errata/RHSA-2020:0122; https://access.redhat.com/errata/RHSA-2020:0128; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-2659,https://cve.org/CVERecord?id=CVE-2020-2659,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-2659.json,https://api.osv.dev/v1/vulns/CVE-2020-2659,BIT-java-2020-2659 BIT-java-min-2020-2659 BIT-jre-2020-2659,2020-01-15T17:15:24.333Z,2026-07-08T07:34:14.012420056Z,3.7 (Low) CVSS_V3 - CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L CVSS Calculator,3.7,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L,[none],"Vulnerability in the Java SE, Java SE Embedded product of Oracle Java SE (component: Networking). Supported versions that are affected are Java SE: 7u241 and 8u231; Java SE Embedded: 8u231. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Java SE, Java SE Embedded. Successful attacks of this vulnerability can result in unauthorized ability to cause a partial denial of service (partial DOS) of Java SE, Java SE Embedded. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets (in Java SE 8), that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.0 Base Score 3.7 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L).",Git,github.com/openjdk/jdk,GIT,https://github.com/openjdk/jdk,,,,,http://lists.opensuse.org/opensuse-security-announce/2020-01/msg00060.html; https://access.redhat.com/errata/RHSA-2020:0157; https://access.redhat.com/errata/RHSA-2020:0196; https://access.redhat.com/errata/RHSA-2020:0202; https://access.redhat.com/errata/RHSA-2020:0231; https://access.redhat.com/errata/RHSA-2020:0465; https://access.redhat.com/errata/RHSA-2020:0467; https://access.redhat.com/errata/RHSA-2020:0468; https://access.redhat.com/errata/RHSA-2020:0469; https://access.redhat.com/errata/RHSA-2020:0470; https://access.redhat.com/errata/RHSA-2020:0541; https://access.redhat.com/errata/RHSA-2020:0632; https://lists.debian.org/debian-lts-announce/2020/02/msg00034.html; https://security.gentoo.org/glsa/202101-19; https://security.netapp.com/advisory/ntap-20200122-0003/; https://usn.ubuntu.com/4257-1/; https://www.debian.org/security/2020/dsa-4621; https://seclists.org/bugtraq/2020/Feb/22; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-2660,https://cve.org/CVERecord?id=CVE-2020-2660,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-2660.json,https://api.osv.dev/v1/vulns/CVE-2020-2660,,2020-01-15T17:15:24.397Z,2026-07-08T05:56:00.133312757Z,4.9 (Medium) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H CVSS Calculator,4.9,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H,[none],Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Optimizer). Supported versions that are affected are 5.7.28 and prior and 8.0.18 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.0 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,Git,github.com/mysql/mysql-server,GIT,https://github.com/mysql/mysql-server,,,,,https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-2679,https://cve.org/CVERecord?id=CVE-2020-2679,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-2679.json,https://api.osv.dev/v1/vulns/CVE-2020-2679,,2020-01-15T17:15:25.677Z,2026-07-08T05:53:54.312684342Z,4.9 (Medium) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H CVSS Calculator,4.9,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H,[none],Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Optimizer). Supported versions that are affected are 8.0.18 and prior. Easily exploitable vulnerability allows high privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.0 Base Score 4.9 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H).,Git,github.com/mysql/mysql-server,GIT,https://github.com/mysql/mysql-server,,,,,https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-2686,https://cve.org/CVERecord?id=CVE-2020-2686,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-2686.json,https://api.osv.dev/v1/vulns/CVE-2020-2686,,2020-01-15T17:15:26.097Z,2026-07-08T05:56:38.395008631Z,6.5 (Medium) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H CVSS Calculator,6.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,[none],Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Optimizer). Supported versions that are affected are 8.0.18 and prior. Easily exploitable vulnerability allows low privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.0 Base Score 6.5 (Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H).,Git,github.com/mysql/mysql-server,GIT,https://github.com/mysql/mysql-server,,,,,https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2020-2694,https://cve.org/CVERecord?id=CVE-2020-2694,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-2694.json,https://api.osv.dev/v1/vulns/CVE-2020-2694,,2020-01-15T17:15:26.597Z,2026-07-08T05:58:45.014632064Z,3.1 (Low) CVSS_V3 - CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:N/A:N CVSS Calculator,3.1,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:N/A:N,[none],Vulnerability in the MySQL Server product of Oracle MySQL (component: Server: Information Schema). Supported versions that are affected are 8.0.18 and prior. Difficult to exploit vulnerability allows low privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized read access to a subset of MySQL Server accessible data. CVSS 3.0 Base Score 3.1 (Confidentiality impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:N/A:N).,Git,github.com/mysql/mysql-server,GIT,https://github.com/mysql/mysql-server,,,,,https://security.gentoo.org/glsa/202105-27; https://security.netapp.com/advisory/ntap-20200122-0002/; https://usn.ubuntu.com/4250-1/; https://www.oracle.com/security-alerts/cpujan2020.html
CVE-2015-1809,https://github.com/advisories/GHSA-qj27-w92h-fc9r,https://github.com/github/advisory-database/blob/main/advisories/github-reviewed/2022/05/GHSA-qj27-w92h-fc9r/GHSA-qj27-w92h-fc9r.json,https://api.osv.dev/v1/vulns/GHSA-qj27-w92h-fc9r,CVE-2015-1809,2022-05-24T17:06:12Z,2024-02-18T05:31:09.958801Z,7.5 (High) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N CVSS Calculator,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,XML external entity (XXE) vulnerability in Jenkins,XML external entity (XXE) vulnerability in Jenkins before 1.600 and LTS before 1.596.1 allows remote attackers to read arbitrary XML files via an XPath query.,Maven,org.jenkins-ci.main:jenkins-core,ECOSYSTEM,,,,CWE-611,,https://nvd.nist.gov/vuln/detail/CVE-2015-1809; https://bugzilla.redhat.com/show_bug.cgi?id=1205625; https://jenkins.io/security/advisory/2015-02-27
CVE-2015-1811,https://github.com/advisories/GHSA-qg7x-4h4q-3m49,https://github.com/github/advisory-database/blob/main/advisories/github-reviewed/2022/05/GHSA-qg7x-4h4q-3m49/GHSA-qg7x-4h4q-3m49.json,https://api.osv.dev/v1/vulns/GHSA-qg7x-4h4q-3m49,CVE-2015-1811,2022-05-24T17:06:12Z,2024-12-05T05:29:56.596940Z,7.5 (High) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N CVSS Calculator,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,XML external entity (XXE) vulnerability in Jenkins,XML external entity (XXE) vulnerability in Jenkins before 1.600 and LTS before 1.596.1 allows remote attackers to read arbitrary XML files via a crafted XML document.,Maven,org.jenkins-ci.main:jenkins-core,ECOSYSTEM,,,,,,https://nvd.nist.gov/vuln/detail/CVE-2015-1811; https://bugzilla.redhat.com/show_bug.cgi?id=1205632; https://jenkins.io/security/advisory/2015-02-27
CVE-2019-15961,https://cve.org/CVERecord?id=CVE-2019-15961,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2019-15961.json,https://api.osv.dev/v1/vulns/CVE-2019-15961,,2020-01-15T19:15:13.317Z,2026-07-08T05:54:54.967545358Z,6.5 (Medium) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H CVSS Calculator,6.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,[none],"A vulnerability in the email parsing module Clam AntiVirus (ClamAV) Software versions 0.102.0, 0.101.4 and prior could allow an unauthenticated, remote attacker to cause a denial of service condition on an affected device. The vulnerability is due to inefficient MIME parsing routines that result in extremely long scan times of specially formatted email files. An attacker could exploit this vulnerability by sending a crafted email file to an affected device. An exploit could allow the attacker to cause the ClamAV scanning process to scan the crafted email file indefinitely, resulting in a denial of service condition.",Git,github.com/cisco-talos/clamav,GIT,https://github.com/cisco-talos/clamav,,,,,https://lists.debian.org/debian-lts-announce/2020/02/msg00016.html; https://quickview.cloudapps.cisco.com/quickview/bug/CSCvr56010; https://security.gentoo.org/glsa/202003-46; https://usn.ubuntu.com/4230-2/; https://bugzilla.clamav.net/show_bug.cgi?id=12380
CVE-2020-1929,https://cve.org/CVERecord?id=CVE-2020-1929,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2020-1929.json,https://api.osv.dev/v1/vulns/CVE-2020-1929,GHSA-2m7g-9q74-9m3q,2020-01-15T19:15:13.923Z,2026-07-08T19:44:33.770972Z,7.5 (High) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N CVSS Calculator,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,[none],The Apache Beam MongoDB connector in versions 2.10.0 to 2.16.0 has an option to disable SSL trust verification. However this configuration is not respected and the certificate verification disables trust verification in every case. This exclusion also gets registered globally which disables trust checking for any code running in the same JVM.,Git,github.com/apache/beam,GIT,https://github.com/apache/beam,,,,,https://lists.apache.org/thread.html/rdd0e85b71bf0274471b40fa1396d77f7b2d1165eaea4becbdc69aa04%40%3Cuser.beam.apache.org%3E
CVE-2019-19854,https://cve.org/CVERecord?id=CVE-2019-19854,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2019-19854.json,https://api.osv.dev/v1/vulns/CVE-2019-19854,,2020-01-15T23:15:11.573Z,2026-03-14T09:36:00.296356Z,8.8 (High) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H CVSS Calculator,8.8,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,[none],An issue was discovered in Serpico (aka SimplE RePort wrIting and CollaboratiOn tool) 1.3.0. It does not use CSRF Tokens to mitigate against CSRF; it uses the Origin header (which must match the request origin). This is problematic in conjunction with XSS: one can escalate privileges from User level to Administrator.,Git,github.com/serpicoproject/serpico,GIT,https://github.com/serpicoproject/serpico,,,,,https://websec.nl/news.php
CVE-2019-19855,https://cve.org/CVERecord?id=CVE-2019-19855,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2019-19855.json,https://api.osv.dev/v1/vulns/CVE-2019-19855,,2020-01-15T23:15:11.637Z,2026-07-08T05:54:59.598240513Z,4.8 (Medium) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N CVSS Calculator,4.8,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,[none],An issue was discovered in Serpico (aka SimplE RePort wrIting and CollaboratiOn tool) 1.3.0. admin/list user allows stored XSS via the auth type parameter.,Git,github.com/buffalowill/serpico,GIT,https://github.com/buffalowill/serpico,,,,,https://websec.nl/news.php; https://github.com/SerpicoProject/Serpico/commit/270f05ca6e51c87bb0867abb0511b61bf2aae182
CVE-2019-19856,https://cve.org/CVERecord?id=CVE-2019-19856,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2019-19856.json,https://api.osv.dev/v1/vulns/CVE-2019-19856,,2020-01-15T23:15:11.730Z,2026-07-08T05:54:59.665747512Z,4.8 (Medium) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N CVSS Calculator,4.8,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,[none],An issue was discovered in Serpico (aka SimplE RePort wrIting and CollaboratiOn tool) 1.3.0. The User Type on the admin/list_user page allows stored XSS via the type parameter.,Git,github.com/buffalowill/serpico,GIT,https://github.com/buffalowill/serpico,,,,,https://websec.nl/news.php; https://github.com/SerpicoProject/Serpico/commit/270f05ca6e51c87bb0867abb0511b61bf2aae182
CVE-2019-19857,https://cve.org/CVERecord?id=CVE-2019-19857,https://storage.googleapis.com/cve-osv-conversion/osv-output/CVE-2019-19857.json,https://api.osv.dev/v1/vulns/CVE-2019-19857,,2020-01-15T23:15:11.777Z,2026-03-14T09:36:09.249144Z,6.5 (Medium) CVSS_V3 - CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N CVSS Calculator,6.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,[none],"An issue was discovered in Serpico (aka SimplE RePort wrIting and CollaboratiOn tool) 1.3.0. An admin can change their password without providing the current password, by using interfaces outside the Change Password screen. Thus, requiring the admin to enter an Old Password value on the Change Password screen does not enhance security. This is problematic in conjunction with XSS.",Git,github.com/serpicoproject/serpico,GIT,https://github.com/serpicoproject/serpico,,,,,https://websec.nl/news.php
